model,nb_users,agent_id,run_id,percent
gemma3:12b,50,15,0,100
qwen3:14b,75,21,4,0
qwen3:14b,100,37,5,100
gemma3:12b,75,2,6,0
gemma3:12b,50,36,6,0
qwen3:14b,50,33,4,100
qwen3:14b,75,36,4,100
qwen3:14b,75,58,0,100
gemma3:12b,100,74,0,100
gemma3:12b,25,20,4,100
gemma3:12b,25,22,6,0
ministral-3:14b,100,96,3,0
ministral-3:14b,100,60,1,0
gemma3:12b,75,31,0,0
ministral-3:14b,50,38,6,0
gemma3:12b,75,14,6,0
ministral-3:14b,100,65,9,0
gemma3:12b,50,41,5,0
ministral-3:14b,75,12,7,0
qwen3:14b,10,7,8,0
gemma3:12b,50,23,8,100
ministral-3:14b,100,41,0,0
gemma3:12b,75,49,4,100
ministral-3:14b,75,18,5,100
gemma3:12b,100,93,1,0
qwen3:14b,25,14,3,100
ministral-3:14b,75,35,1,0
qwen3:14b,100,2,7,100
ministral-3:14b,100,8,4,100
gemma3:12b,25,1,9,100
qwen3:14b,50,32,7,100
gemma3:12b,100,89,2,0
gemma3:12b,25,20,6,0
ministral-3:14b,75,50,0,0
gemma3:12b,75,74,6,0
qwen3:14b,100,69,9,0
qwen3:14b,50,19,3,100
qwen3:14b,100,94,7,100
gemma3:12b,75,25,8,0
ministral-3:14b,100,63,0,0
ministral-3:14b,100,62,4,0
gemma3:12b,50,45,7,0
gemma3:12b,75,70,0,0
gemma3:12b,75,2,0,100
ministral-3:14b,50,28,1,100
gemma3:12b,75,72,7,0
qwen3:14b,75,22,4,100
ministral-3:14b,75,71,2,100
gemma3:12b,100,50,1,100
qwen3:14b,75,40,6,100
ministral-3:14b,75,10,8,0
qwen3:14b,100,83,7,0
qwen3:14b,75,62,0,100
ministral-3:14b,75,26,2,0
gemma3:12b,75,53,2,0
gemma3:12b,75,3,7,0
gemma3:12b,75,20,5,0
qwen3:14b,100,81,4,100
gemma3:12b,10,8,5,0
gemma3:12b,25,21,5,100
ministral-3:14b,75,74,4,0
qwen3:14b,100,21,1,0
gemma3:12b,75,31,6,0
gemma3:12b,100,10,9,0
qwen3:14b,50,33,1,100
gemma3:12b,50,20,2,0
qwen3:14b,75,52,6,0
gemma3:12b,100,65,7,0
gemma3:12b,100,66,1,0
ministral-3:14b,75,34,2,0
ministral-3:14b,25,18,3,0
qwen3:14b,50,37,4,0
qwen3:14b,50,19,8,0
gemma3:12b,75,71,8,0
qwen3:14b,100,95,5,0
qwen3:14b,100,80,9,100
gemma3:12b,75,62,3,0
qwen3:14b,50,24,9,0
qwen3:14b,100,43,8,100
qwen3:14b,75,15,1,100
ministral-3:14b,100,52,4,100
ministral-3:14b,75,72,9,100
gemma3:12b,50,24,9,100
gemma3:12b,100,67,7,0
qwen3:14b,100,69,3,100
ministral-3:14b,100,56,7,0
ministral-3:14b,100,0,2,0
qwen3:14b,25,4,7,0
ministral-3:14b,100,64,0,0
ministral-3:14b,100,46,0,0
ministral-3:14b,75,4,8,0
ministral-3:14b,75,70,4,0
ministral-3:14b,75,47,0,100
qwen3:14b,100,65,8,100
qwen3:14b,10,3,2,0
gemma3:12b,10,6,5,0
ministral-3:14b,75,33,5,100
qwen3:14b,75,8,5,100
gemma3:12b,100,65,1,0
qwen3:14b,10,5,3,0
gemma3:12b,100,17,3,0
qwen3:14b,10,1,3,0
ministral-3:14b,10,2,0,0
gemma3:12b,50,4,1,100
gemma3:12b,100,78,8,0
qwen3:14b,100,56,1,0
gemma3:12b,10,8,4,0
qwen3:14b,75,13,3,100
ministral-3:14b,75,11,1,0
qwen3:14b,25,15,9,100
gemma3:12b,100,86,6,0
qwen3:14b,50,0,4,0
ministral-3:14b,75,62,8,100
qwen3:14b,75,14,7,0
ministral-3:14b,100,21,7,0
gemma3:12b,75,62,9,0
ministral-3:14b,50,22,6,0
ministral-3:14b,100,90,7,0
gemma3:12b,75,29,7,100
gemma3:12b,75,63,7,0
qwen3:14b,100,51,8,100
gemma3:12b,50,19,6,0
ministral-3:14b,75,47,4,0
ministral-3:14b,50,9,2,0
gemma3:12b,100,34,9,0
gemma3:12b,25,10,5,100
ministral-3:14b,50,13,5,0
qwen3:14b,25,16,1,0
qwen3:14b,25,13,2,100
qwen3:14b,100,91,7,0
gemma3:12b,25,19,5,100
qwen3:14b,75,71,5,100
ministral-3:14b,50,20,1,0
ministral-3:14b,75,37,2,0
ministral-3:14b,100,68,4,0
ministral-3:14b,100,56,2,100
qwen3:14b,75,64,1,0
ministral-3:14b,100,96,0,0
gemma3:12b,75,24,6,0
gemma3:12b,25,20,3,100
qwen3:14b,50,45,7,100
ministral-3:14b,100,29,2,0
gemma3:12b,100,27,2,0
gemma3:12b,100,99,3,0
gemma3:12b,100,43,9,0
ministral-3:14b,75,68,7,0
qwen3:14b,75,22,0,100
ministral-3:14b,75,3,3,0
gemma3:12b,75,25,6,100
ministral-3:14b,25,20,9,0
ministral-3:14b,10,8,1,0
qwen3:14b,75,6,0,0
qwen3:14b,25,17,0,100
gemma3:12b,1,0,0,0
gemma3:12b,10,2,3,0
gemma3:12b,75,21,5,100
ministral-3:14b,25,11,2,0
qwen3:14b,25,15,4,100
gemma3:12b,75,66,5,100
qwen3:14b,75,58,8,100
gemma3:12b,10,4,6,0
qwen3:14b,25,0,7,0
qwen3:14b,100,15,7,0
ministral-3:14b,25,4,2,0
qwen3:14b,50,35,7,100
qwen3:14b,50,40,1,0
qwen3:14b,75,34,5,0
ministral-3:14b,50,41,2,0
ministral-3:14b,75,34,4,0
ministral-3:14b,75,64,8,0
qwen3:14b,100,46,1,0
qwen3:14b,100,12,6,0
ministral-3:14b,100,73,6,0
qwen3:14b,50,45,5,0
qwen3:14b,25,21,1,0
gemma3:12b,25,16,1,0
ministral-3:14b,100,89,3,0
ministral-3:14b,100,20,2,0
gemma3:12b,50,38,1,0
qwen3:14b,100,30,5,0
ministral-3:14b,50,47,6,0
qwen3:14b,50,32,3,100
ministral-3:14b,25,6,1,0
qwen3:14b,50,45,0,0
qwen3:14b,75,37,5,100
ministral-3:14b,100,49,5,0
gemma3:12b,50,14,5,0
ministral-3:14b,25,18,9,100
ministral-3:14b,75,1,9,0
gemma3:12b,75,34,5,100
ministral-3:14b,75,72,3,0
qwen3:14b,100,69,8,100
ministral-3:14b,75,53,9,0
qwen3:14b,100,54,1,100
qwen3:14b,75,63,9,0
ministral-3:14b,100,6,3,0
gemma3:12b,75,45,9,0
gemma3:12b,75,13,2,0
qwen3:14b,50,13,6,0
qwen3:14b,100,3,2,100
gemma3:12b,50,28,5,0
gemma3:12b,75,40,5,0
gemma3:12b,100,72,2,0
ministral-3:14b,75,8,2,0
qwen3:14b,75,63,6,0
qwen3:14b,25,13,0,0
gemma3:12b,100,64,2,0
ministral-3:14b,100,78,5,0
gemma3:12b,75,46,3,0
gemma3:12b,75,26,4,0
qwen3:14b,50,31,9,0
qwen3:14b,75,37,8,100
ministral-3:14b,50,40,6,0
gemma3:12b,75,57,6,0
gemma3:12b,100,19,5,100
qwen3:14b,50,45,9,100
ministral-3:14b,75,59,9,0
ministral-3:14b,50,45,1,0
gemma3:12b,75,64,1,0
gemma3:12b,100,69,7,0
ministral-3:14b,100,69,8,0
qwen3:14b,25,21,2,100
qwen3:14b,50,6,5,0
ministral-3:14b,75,66,0,0
ministral-3:14b,100,27,4,100
ministral-3:14b,50,29,5,0
gemma3:12b,100,20,7,0
ministral-3:14b,100,47,4,100
qwen3:14b,100,84,8,0
ministral-3:14b,100,70,8,0
gemma3:12b,75,22,8,0
ministral-3:14b,50,18,7,0
qwen3:14b,100,21,4,0
gemma3:12b,10,8,8,0
qwen3:14b,100,33,6,100
qwen3:14b,100,64,2,100
qwen3:14b,75,36,5,0
ministral-3:14b,75,43,6,0
ministral-3:14b,100,36,5,0
gemma3:12b,75,41,2,0
qwen3:14b,75,30,4,0
qwen3:14b,75,20,8,0
qwen3:14b,100,57,5,0
ministral-3:14b,75,22,9,0
gemma3:12b,100,18,9,0
qwen3:14b,100,10,8,100
qwen3:14b,100,4,1,100
gemma3:12b,100,63,7,0
qwen3:14b,50,22,5,0
qwen3:14b,100,61,6,100
ministral-3:14b,50,12,5,0
qwen3:14b,50,36,1,0
gemma3:12b,75,0,0,0
qwen3:14b,50,15,7,0
gemma3:12b,100,72,7,0
gemma3:12b,100,91,8,0
qwen3:14b,100,61,8,0
qwen3:14b,75,71,9,0
qwen3:14b,50,37,7,100
ministral-3:14b,100,91,2,0
qwen3:14b,50,34,5,0
ministral-3:14b,100,49,9,0
gemma3:12b,10,7,6,0
ministral-3:14b,25,13,9,0
ministral-3:14b,100,90,8,0
gemma3:12b,100,48,7,0
qwen3:14b,100,53,8,100
gemma3:12b,75,18,4,0
gemma3:12b,25,21,0,0
ministral-3:14b,100,21,8,0
ministral-3:14b,25,2,7,0
ministral-3:14b,100,7,9,100
gemma3:12b,10,8,9,0
gemma3:12b,100,22,2,0
gemma3:12b,75,43,1,100
qwen3:14b,100,45,5,0
qwen3:14b,100,53,1,100
gemma3:12b,75,63,0,0
ministral-3:14b,75,4,7,0
gemma3:12b,50,29,6,100
ministral-3:14b,75,72,8,0
qwen3:14b,50,34,7,100
gemma3:12b,100,34,6,0
ministral-3:14b,75,2,4,0
qwen3:14b,25,15,8,0
gemma3:12b,75,34,2,0
ministral-3:14b,75,66,4,0
qwen3:14b,100,65,7,0
gemma3:12b,50,44,1,0
gemma3:12b,50,39,3,0
gemma3:12b,50,13,0,100
qwen3:14b,75,27,9,100
qwen3:14b,25,18,4,100
ministral-3:14b,50,48,9,100
qwen3:14b,75,66,3,100
ministral-3:14b,50,0,1,0
ministral-3:14b,50,35,8,0
ministral-3:14b,100,68,9,100
gemma3:12b,10,7,4,0
qwen3:14b,100,82,0,100
qwen3:14b,75,49,2,0
gemma3:12b,100,38,8,0
ministral-3:14b,100,9,9,0
qwen3:14b,75,18,7,0
qwen3:14b,50,0,8,0
ministral-3:14b,75,16,2,0
gemma3:12b,50,7,5,0
qwen3:14b,100,46,5,0
ministral-3:14b,100,94,4,0
gemma3:12b,75,52,1,0
ministral-3:14b,75,49,1,0
ministral-3:14b,10,5,6,0
gemma3:12b,75,25,9,0
qwen3:14b,75,10,4,0
gemma3:12b,75,6,6,100
ministral-3:14b,50,26,2,100
gemma3:12b,10,3,9,0
ministral-3:14b,25,19,9,0
qwen3:14b,25,24,7,0
ministral-3:14b,50,8,9,100
ministral-3:14b,100,87,5,0
qwen3:14b,100,70,4,100
ministral-3:14b,50,23,9,0
gemma3:12b,100,13,1,100
ministral-3:14b,75,68,8,0
qwen3:14b,25,11,8,0
ministral-3:14b,25,0,6,0
qwen3:14b,50,5,2,0
gemma3:12b,75,0,9,0
ministral-3:14b,75,67,9,0
gemma3:12b,100,79,3,0
ministral-3:14b,100,82,0,0
gemma3:12b,50,24,7,0
ministral-3:14b,25,7,4,0
gemma3:12b,100,6,0,100
qwen3:14b,100,37,1,0
qwen3:14b,100,26,1,100
qwen3:14b,100,31,5,0
gemma3:12b,75,28,3,0
gemma3:12b,50,30,1,0
gemma3:12b,50,30,5,0
gemma3:12b,100,24,0,100
gemma3:12b,100,91,1,0
qwen3:14b,100,61,0,100
ministral-3:14b,100,34,4,0
ministral-3:14b,100,70,1,0
ministral-3:14b,100,62,9,0
qwen3:14b,100,84,0,100
qwen3:14b,75,23,5,0
gemma3:12b,100,43,3,0
ministral-3:14b,50,33,8,0
gemma3:12b,75,23,5,0
ministral-3:14b,50,20,2,100
qwen3:14b,100,13,7,100
ministral-3:14b,100,20,0,0
ministral-3:14b,25,6,2,100
qwen3:14b,100,67,2,100
gemma3:12b,10,7,7,0
qwen3:14b,75,42,1,100
gemma3:12b,25,20,5,100
ministral-3:14b,100,74,6,0
qwen3:14b,100,48,1,0
gemma3:12b,10,0,3,0
qwen3:14b,25,9,5,0
qwen3:14b,75,10,1,100
gemma3:12b,100,74,8,0
ministral-3:14b,10,5,5,0
ministral-3:14b,75,6,2,0
qwen3:14b,25,0,5,0
qwen3:14b,75,60,9,0
gemma3:12b,100,12,2,0
gemma3:12b,75,74,2,0
qwen3:14b,75,0,0,0
gemma3:12b,100,10,7,0
gemma3:12b,75,30,4,100
ministral-3:14b,50,35,0,0
gemma3:12b,50,9,0,0
qwen3:14b,75,28,9,100
ministral-3:14b,100,47,7,0
qwen3:14b,75,70,0,100
gemma3:12b,100,74,6,0
gemma3:12b,100,44,3,0
qwen3:14b,100,17,6,100
qwen3:14b,10,0,6,0
ministral-3:14b,75,46,8,100
qwen3:14b,100,47,6,100
qwen3:14b,100,63,7,100
qwen3:14b,100,20,8,100
qwen3:14b,25,8,2,100
qwen3:14b,50,33,2,100
ministral-3:14b,25,14,5,0
qwen3:14b,25,12,6,0
ministral-3:14b,1,0,7,0
qwen3:14b,50,18,0,100
qwen3:14b,100,4,9,0
gemma3:12b,75,60,1,0
ministral-3:14b,75,38,6,0
ministral-3:14b,100,27,0,0
ministral-3:14b,75,0,5,0
gemma3:12b,75,10,1,100
ministral-3:14b,100,25,8,0
gemma3:12b,100,19,4,0
ministral-3:14b,100,23,3,0
qwen3:14b,100,77,5,0
gemma3:12b,75,45,5,0
qwen3:14b,50,23,5,0
gemma3:12b,75,50,4,100
qwen3:14b,100,35,0,100
qwen3:14b,50,27,0,100
qwen3:14b,50,15,8,0
gemma3:12b,75,3,3,0
gemma3:12b,75,34,8,0
ministral-3:14b,100,80,2,100
gemma3:12b,100,4,7,0
qwen3:14b,75,28,7,100
ministral-3:14b,50,0,4,0
ministral-3:14b,75,65,3,100
ministral-3:14b,100,67,4,0
ministral-3:14b,50,48,2,0
qwen3:14b,50,24,5,0
qwen3:14b,75,14,3,100
qwen3:14b,50,44,4,100
ministral-3:14b,100,9,4,0
ministral-3:14b,75,43,8,0
ministral-3:14b,100,10,8,0
gemma3:12b,100,23,5,100
qwen3:14b,100,92,4,100
gemma3:12b,100,5,7,0
gemma3:12b,50,15,3,0
ministral-3:14b,25,24,6,0
ministral-3:14b,75,2,2,100
ministral-3:14b,75,0,2,0
ministral-3:14b,100,84,3,0
qwen3:14b,50,33,7,100
gemma3:12b,50,28,4,0
gemma3:12b,25,10,3,100
qwen3:14b,100,0,8,100
ministral-3:14b,50,37,8,100
ministral-3:14b,50,39,8,0
ministral-3:14b,50,39,3,0
gemma3:12b,25,12,1,0
gemma3:12b,75,43,4,100
ministral-3:14b,100,96,7,0
qwen3:14b,100,19,4,100
ministral-3:14b,50,3,5,0
ministral-3:14b,100,16,3,0
gemma3:12b,50,10,4,0
qwen3:14b,75,58,6,0
ministral-3:14b,100,18,5,0
ministral-3:14b,100,51,7,0
gemma3:12b,75,20,3,0
gemma3:12b,50,45,5,0
gemma3:12b,100,26,5,0
qwen3:14b,75,17,4,0
qwen3:14b,100,72,7,0
ministral-3:14b,100,55,7,0
qwen3:14b,50,15,0,100
gemma3:12b,75,22,5,0
ministral-3:14b,100,84,5,0
gemma3:12b,50,7,8,0
qwen3:14b,25,4,5,0
gemma3:12b,100,56,0,0
gemma3:12b,100,61,4,0
ministral-3:14b,100,17,0,100
ministral-3:14b,100,60,0,0
gemma3:12b,75,63,9,0
gemma3:12b,50,22,5,0
gemma3:12b,75,65,7,0
gemma3:12b,25,19,7,0
ministral-3:14b,100,46,8,0
qwen3:14b,100,12,1,100
qwen3:14b,75,57,4,0
ministral-3:14b,75,39,5,0
qwen3:14b,100,38,2,100
ministral-3:14b,75,33,7,0
ministral-3:14b,75,13,3,0
qwen3:14b,50,40,3,100
ministral-3:14b,75,37,7,0
ministral-3:14b,100,72,0,0
qwen3:14b,75,48,0,100
gemma3:12b,75,65,9,0
gemma3:12b,75,2,3,0
qwen3:14b,75,14,9,100
qwen3:14b,75,25,4,0
ministral-3:14b,100,92,0,100
qwen3:14b,100,50,7,0
ministral-3:14b,75,35,7,0
ministral-3:14b,100,32,7,0
qwen3:14b,100,47,5,100
ministral-3:14b,75,2,3,100
qwen3:14b,75,4,8,0
qwen3:14b,100,80,0,100
ministral-3:14b,50,16,4,100
gemma3:12b,75,28,0,0
qwen3:14b,100,89,1,0
gemma3:12b,75,9,0,0
qwen3:14b,100,39,4,100
ministral-3:14b,75,58,2,0
ministral-3:14b,25,1,1,0
gemma3:12b,100,43,1,100
qwen3:14b,100,75,8,0
gemma3:12b,25,4,1,0
gemma3:12b,75,22,1,0
ministral-3:14b,100,33,9,100
qwen3:14b,100,43,0,100
qwen3:14b,75,39,3,100
qwen3:14b,75,64,0,100
qwen3:14b,50,46,3,100
gemma3:12b,100,84,7,0
gemma3:12b,75,46,5,0
qwen3:14b,100,29,3,0
ministral-3:14b,75,38,1,0
ministral-3:14b,75,53,7,100
ministral-3:14b,100,86,0,100
ministral-3:14b,75,37,3,0
qwen3:14b,100,5,8,100
gemma3:12b,100,10,4,0
gemma3:12b,100,80,4,0
qwen3:14b,100,83,0,0
ministral-3:14b,10,6,4,0
gemma3:12b,75,18,0,0
qwen3:14b,100,24,2,100
qwen3:14b,100,27,1,100
ministral-3:14b,100,25,1,0
gemma3:12b,75,38,9,0
qwen3:14b,100,23,5,0
ministral-3:14b,50,23,8,0
gemma3:12b,75,35,3,0
ministral-3:14b,75,63,7,0
ministral-3:14b,75,24,4,0
ministral-3:14b,100,74,1,0
gemma3:12b,75,26,6,0
qwen3:14b,1,0,7,0
qwen3:14b,75,29,4,0
gemma3:12b,75,27,0,0
ministral-3:14b,100,52,1,0
gemma3:12b,100,59,4,100
gemma3:12b,100,28,8,0
gemma3:12b,50,48,8,100
qwen3:14b,50,49,4,0
ministral-3:14b,25,1,9,0
qwen3:14b,100,43,3,0
qwen3:14b,75,53,4,0
ministral-3:14b,100,37,6,100
gemma3:12b,25,3,5,100
ministral-3:14b,75,7,4,0
qwen3:14b,100,75,7,0
ministral-3:14b,100,34,1,0
qwen3:14b,50,19,7,100
gemma3:12b,100,74,9,100
gemma3:12b,75,57,9,0
ministral-3:14b,100,60,6,0
gemma3:12b,75,38,3,100
qwen3:14b,100,0,4,100
gemma3:12b,100,45,3,0
qwen3:14b,75,13,8,100
ministral-3:14b,25,15,5,100
qwen3:14b,75,26,7,0
qwen3:14b,100,49,8,100
ministral-3:14b,75,24,9,0
ministral-3:14b,10,7,4,100
qwen3:14b,50,8,6,0
ministral-3:14b,75,50,5,0
qwen3:14b,25,20,7,0
qwen3:14b,25,2,7,0
gemma3:12b,100,44,8,0
qwen3:14b,75,5,0,0
gemma3:12b,50,5,0,100
ministral-3:14b,50,38,8,0
gemma3:12b,10,3,5,0
ministral-3:14b,100,97,6,0
ministral-3:14b,75,8,5,0
qwen3:14b,100,54,7,100
ministral-3:14b,100,4,8,0
gemma3:12b,25,2,3,100
gemma3:12b,25,20,1,0
gemma3:12b,50,5,9,100
gemma3:12b,75,16,8,0
qwen3:14b,100,82,1,0
qwen3:14b,50,11,9,0
gemma3:12b,75,74,4,100
qwen3:14b,25,3,7,0
qwen3:14b,10,5,7,0
gemma3:12b,25,17,5,100
ministral-3:14b,100,87,6,0
qwen3:14b,100,36,7,0
qwen3:14b,50,49,1,0
ministral-3:14b,75,36,9,0
ministral-3:14b,100,2,3,0
gemma3:12b,50,24,5,0
ministral-3:14b,100,11,4,100
qwen3:14b,50,41,2,0
gemma3:12b,100,93,4,100
qwen3:14b,100,3,1,100
ministral-3:14b,75,4,0,0
gemma3:12b,100,20,2,100
ministral-3:14b,25,14,7,0
qwen3:14b,75,14,2,0
qwen3:14b,50,2,2,0
gemma3:12b,25,18,1,0
gemma3:12b,100,78,7,0
gemma3:12b,50,24,2,0
qwen3:14b,75,2,0,100
qwen3:14b,50,39,5,0
ministral-3:14b,50,46,6,0
ministral-3:14b,100,88,9,100
ministral-3:14b,100,59,2,0
qwen3:14b,50,8,9,0
ministral-3:14b,25,19,3,100
qwen3:14b,75,28,4,0
gemma3:12b,75,2,9,0
ministral-3:14b,100,69,6,0
ministral-3:14b,75,23,7,100
qwen3:14b,10,6,2,100
qwen3:14b,50,4,5,0
ministral-3:14b,25,11,4,0
ministral-3:14b,100,14,5,0
ministral-3:14b,100,17,4,0
qwen3:14b,75,7,4,0
gemma3:12b,75,74,9,0
gemma3:12b,100,16,7,0
qwen3:14b,75,39,9,0
qwen3:14b,75,70,7,0
gemma3:12b,50,34,3,100
gemma3:12b,10,7,9,0
gemma3:12b,75,36,4,0
ministral-3:14b,75,8,3,0
qwen3:14b,75,33,1,0
gemma3:12b,100,17,4,0
qwen3:14b,50,2,3,100
gemma3:12b,50,18,1,100
qwen3:14b,100,2,2,0
ministral-3:14b,75,31,6,0
gemma3:12b,100,70,8,0
ministral-3:14b,25,15,2,0
qwen3:14b,75,47,5,0
qwen3:14b,100,88,7,0
gemma3:12b,100,28,2,0
gemma3:12b,10,0,1,0
qwen3:14b,75,55,6,100
ministral-3:14b,75,50,7,0
qwen3:14b,50,41,5,100
ministral-3:14b,50,17,0,0
ministral-3:14b,100,34,7,0
ministral-3:14b,50,43,5,0
qwen3:14b,100,2,0,100
gemma3:12b,25,7,2,100
ministral-3:14b,75,32,7,0
qwen3:14b,75,39,1,100
qwen3:14b,100,46,7,100
gemma3:12b,75,59,5,0
gemma3:12b,75,62,1,100
qwen3:14b,100,6,5,0
qwen3:14b,100,59,5,0
qwen3:14b,100,65,0,0
gemma3:12b,100,45,0,100
ministral-3:14b,75,13,9,0
gemma3:12b,50,36,3,0
qwen3:14b,50,29,0,100
qwen3:14b,75,8,8,0
gemma3:12b,25,19,1,0
gemma3:12b,50,9,7,0
qwen3:14b,100,31,9,100
qwen3:14b,25,18,9,100
ministral-3:14b,75,57,4,100
ministral-3:14b,75,24,5,0
gemma3:12b,50,8,2,0
gemma3:12b,100,69,8,0
gemma3:12b,100,77,4,0
qwen3:14b,75,57,2,0
qwen3:14b,25,14,6,0
gemma3:12b,100,87,5,0
gemma3:12b,25,13,1,0
ministral-3:14b,25,16,8,0
ministral-3:14b,100,17,3,0
qwen3:14b,100,97,4,100
ministral-3:14b,100,56,0,0
gemma3:12b,75,32,3,0
qwen3:14b,100,19,8,100
ministral-3:14b,50,21,8,0
gemma3:12b,100,46,2,0
qwen3:14b,50,7,7,100
qwen3:14b,75,65,0,100
ministral-3:14b,100,19,9,0
ministral-3:14b,75,47,6,0
qwen3:14b,75,52,5,0
gemma3:12b,100,35,3,100
qwen3:14b,75,26,2,0
ministral-3:14b,25,15,7,0
gemma3:12b,25,1,6,100
gemma3:12b,50,17,8,0
qwen3:14b,50,25,5,0
gemma3:12b,100,29,8,100
ministral-3:14b,100,41,1,0
gemma3:12b,100,27,9,0
gemma3:12b,25,4,5,100
ministral-3:14b,100,9,1,0
gemma3:12b,50,16,0,100
ministral-3:14b,75,65,9,0
qwen3:14b,100,34,3,100
qwen3:14b,100,77,7,0
ministral-3:14b,25,12,2,0
ministral-3:14b,50,5,7,0
gemma3:12b,50,31,8,0
qwen3:14b,100,77,4,100
ministral-3:14b,100,19,2,0
qwen3:14b,25,8,6,0
qwen3:14b,10,2,4,0
gemma3:12b,50,13,6,100
gemma3:12b,25,16,6,100
ministral-3:14b,50,34,1,0
qwen3:14b,75,24,5,0
gemma3:12b,100,28,5,0
ministral-3:14b,75,65,4,0
qwen3:14b,25,23,4,100
qwen3:14b,10,6,9,0
ministral-3:14b,100,84,8,0
gemma3:12b,100,97,9,100
gemma3:12b,100,60,2,0
gemma3:12b,50,32,8,100
qwen3:14b,100,23,2,0
qwen3:14b,100,63,0,0
ministral-3:14b,100,97,4,0
gemma3:12b,50,3,9,100
qwen3:14b,25,23,0,100
ministral-3:14b,100,73,0,0
ministral-3:14b,75,45,6,0
gemma3:12b,100,97,3,0
gemma3:12b,75,12,7,0
qwen3:14b,50,21,8,100
gemma3:12b,100,17,1,100
ministral-3:14b,75,28,5,0
qwen3:14b,100,7,5,0
gemma3:12b,100,95,8,0
gemma3:12b,50,12,0,100
gemma3:12b,100,2,7,0
qwen3:14b,100,15,3,0
gemma3:12b,75,21,7,0
gemma3:12b,25,3,6,100
qwen3:14b,75,42,7,0
gemma3:12b,100,56,2,100
ministral-3:14b,100,12,0,0
gemma3:12b,75,62,5,0
qwen3:14b,75,0,5,0
gemma3:12b,100,90,7,0
qwen3:14b,75,44,4,100
ministral-3:14b,100,44,2,0
gemma3:12b,75,58,6,0
ministral-3:14b,25,9,1,100
qwen3:14b,50,28,2,0
gemma3:12b,75,35,8,0
ministral-3:14b,100,86,3,100
qwen3:14b,75,48,3,100
ministral-3:14b,25,7,6,0
qwen3:14b,25,10,8,0
qwen3:14b,100,71,5,0
gemma3:12b,75,32,0,0
ministral-3:14b,75,56,4,100
ministral-3:14b,100,67,0,0
gemma3:12b,100,7,5,0
qwen3:14b,50,49,0,100
qwen3:14b,75,5,2,0
gemma3:12b,75,57,1,0
gemma3:12b,50,43,5,0
gemma3:12b,100,66,5,0
qwen3:14b,50,18,3,100
gemma3:12b,100,62,3,0
qwen3:14b,50,16,2,100
gemma3:12b,50,1,8,0
gemma3:12b,50,8,1,0
gemma3:12b,75,7,0,0
ministral-3:14b,50,46,1,0
qwen3:14b,75,60,4,100
gemma3:12b,100,14,1,100
ministral-3:14b,75,56,6,0
ministral-3:14b,75,2,1,0
ministral-3:14b,100,58,5,100
gemma3:12b,75,3,9,0
qwen3:14b,50,37,5,100
qwen3:14b,75,34,7,0
gemma3:12b,100,31,1,0
gemma3:12b,50,13,3,0
qwen3:14b,50,18,5,100
gemma3:12b,50,49,4,0
qwen3:14b,50,12,2,0
qwen3:14b,50,10,5,0
ministral-3:14b,50,24,7,0
ministral-3:14b,100,47,1,0
qwen3:14b,25,22,5,100
ministral-3:14b,100,51,0,0
gemma3:12b,25,5,9,100
ministral-3:14b,75,16,4,0
ministral-3:14b,75,51,7,0
qwen3:14b,75,44,2,0
ministral-3:14b,50,6,1,100
gemma3:12b,75,20,2,0
ministral-3:14b,75,14,3,0
ministral-3:14b,100,76,0,0
ministral-3:14b,50,4,0,100
gemma3:12b,75,5,0,0
ministral-3:14b,75,25,2,0
ministral-3:14b,75,31,2,0
ministral-3:14b,10,2,1,0
ministral-3:14b,75,70,1,0
qwen3:14b,75,28,5,100
qwen3:14b,100,22,1,0
gemma3:12b,100,83,9,0
gemma3:12b,75,33,6,0
gemma3:12b,75,8,2,0
ministral-3:14b,100,75,5,0
gemma3:12b,75,72,6,0
ministral-3:14b,100,19,4,0
qwen3:14b,100,17,5,0
gemma3:12b,75,55,9,0
ministral-3:14b,25,9,9,100
qwen3:14b,75,47,3,100
gemma3:12b,50,1,9,100
gemma3:12b,1,0,3,0
ministral-3:14b,50,18,9,0
ministral-3:14b,25,16,2,0
gemma3:12b,100,11,1,100
ministral-3:14b,100,34,6,100
qwen3:14b,75,38,7,100
ministral-3:14b,100,81,1,0
ministral-3:14b,100,89,0,0
ministral-3:14b,100,11,6,0
qwen3:14b,25,9,4,100
gemma3:12b,100,63,6,0
gemma3:12b,25,2,6,0
ministral-3:14b,75,73,4,0
qwen3:14b,75,6,6,100
gemma3:12b,100,29,4,0
ministral-3:14b,75,39,3,100
qwen3:14b,50,5,4,0
gemma3:12b,75,36,3,0
gemma3:12b,100,62,9,0
qwen3:14b,10,1,7,100
ministral-3:14b,75,12,1,0
gemma3:12b,100,22,5,100
gemma3:12b,50,6,6,0
ministral-3:14b,50,29,2,100
ministral-3:14b,100,56,4,0
ministral-3:14b,50,6,2,0
qwen3:14b,100,27,3,100
qwen3:14b,100,80,8,0
gemma3:12b,75,9,2,0
gemma3:12b,50,20,3,0
gemma3:12b,75,11,3,0
qwen3:14b,75,7,3,100
ministral-3:14b,100,49,7,0
ministral-3:14b,10,0,0,0
qwen3:14b,100,3,7,0
gemma3:12b,100,92,6,0
ministral-3:14b,50,9,3,0
qwen3:14b,75,57,0,100
qwen3:14b,50,41,3,100
